-6.92,  120.36,-7.30,  117.81,-7.66,  115.31,-7.95,  112.89,-8.10,  110.59,-8.08,  108.41,-7.84,  106.33,-7.34,  104.26,-6.60,  102.14,-5.69,  99.87,-4.74,  97.37,-3.98,  94.61,-3.63,  91.58,-3.95,  88.39,-5.05,  85.28,-6.82,  82.53,-8.98,  80.34,-11.16,  78.73,-13.11,  77.56,-14.72,  76.66,-16.03,  75.91,-17.12,  75.18,-18.06,  74.37,-18.88,  73.36,-19.57,  72.05,-20.11,  70.42,-20.47,  68.46,-20.66,  66.22,-20.69,  63.76,-20.60,  61.12,-20.42,  58.36,-20.19,  55.53,-19.94,  52.65,-19.67,  49.75,-19.41,  46.85,
-7.73,  119.73,-8.11,  117.21,-8.47,  114.71,-8.74,  112.29,-8.85,  109.96,-8.75,  107.74,-8.41,  105.62,-7.82,  103.53,-6.99,  101.41,-6.03,  99.17,-5.06,  96.74,-4.29,  94.05,-3.96,  91.09,-4.30,  87.97,-5.43,  84.92,-7.24,  82.23,-9.42,  80.09,-11.61,  78.53,-13.56,  77.40,-15.17,  76.53,-16.48,  75.78,-17.57,  75.05,-18.51,  74.21,-19.34,  73.16,-20.04,  71.79,-20.58,  70.10,-20.95,  68.10,-21.13,  65.83,-21.16,  63.35,-21.07,  60.70,-20.89,  57.94,-20.66,  55.10,-20.40,  52.23,-20.14,  49.34,-19.88,  46.45,
-8.10,  119.32,-8.52,  116.81,-8.90,  114.33,-9.17,  111.90,-9.28,  109.56,-9.17,  107.30,-8.80,  105.13,-8.18,  103.00,-7.35,  100.85,-6.39,  98.60,-5.47,  96.18,-4.77,  93.54,-4.53,  90.66,-4.97,  87.66,-6.19,  84.77,-8.07,  82.25,-10.30,  80.29,-12.50,  78.87,-14.45,  77.82,-16.09,  76.98,-17.46,  76.21,-18.62,  75.39,-19.63,  74.42,-20.51,  73.20,-21.23,  71.68,-21.77,  69.86,-22.13,  67.76,-22.30,  65.42,-22.32,  62.90,-22.22,  60.24,-22.03,  57.49,-21.80,  54.67,-21.56,  51.83,-21.31,  48.99,-21.06,  46.14,
-8.41,  119.07,-8.86,  116.56,-9.27,  114.07,-9.57,  111.62,-9.69,  109.23,-9.58,  106.92,-9.21,  104.67,-8.58,  102.47,-7.77,  100.26,-6.87,  97.98,-6.04,  95.57,-5.47,  92.98,-5.39,  90.24,-5.98,  87.44,-7.31,  84.81,-9.24,  82.58,-11.47,  80.88,-13.66,  79.64,-15.63,  78.69,-17.33,  77.86,-18.80,  77.02,-20.09,  76.06,-21.23,  74.88,-22.19,  73.42,-22.96,  71.69,-23.53,  69.68,-23.89,  67.45,-24.06,  65.03,-24.07,  62.46,-23.97,  59.80,-23.80,  57.06,-23.60,  54.30,-23.38,  51.51,-23.17,  48.73,-22.95,  45.94,
-8.79,  118.90,-9.28,  116.38,-9.73,  113.87,-10.06,  111.39,-10.21,  108.94,-10.11,  106.55,-9.74,  104.21,-9.12,  101.91,-8.34,  99.62,-7.51,  97.30,-6.80,  94.90,-6.39,  92.41,-6.49,  89.86,-7.24,  87.35,-8.65,  85.06,-10.60,  83.17,-12.80,  81.76,-14.97,  80.70,-16.96,  79.83,-18.76,  78.98,-20.37,  78.03,-21.81,  76.87,-23.07,  75.45,-24.12,  73.75,-24.94,  71.80,-25.51,  69.64,-25.87,  67.29,-26.03,  64.82,-26.04,  62.25,-25.94,  59.62,-25.77,  56.96,-25.58,  54.28,-25.38,  51.60,-25.17,  48.93,-24.97,  46.25,
-9.20,  118.63,-9.71,  116.13,-10.17,  113.63,-10.53,  111.14,-10.69,  108.66,-10.60,  106.22,-10.24,  103.81,-9.63,  101.44,-8.88,  99.09,-8.13,  96.74,-7.54,  94.35,-7.30,  91.96,-7.57,  89.59,-8.47,  87.37,-9.97,  85.43,-11.94,  83.88,-14.12,  82.72,-16.30,  81.81,-18.36,  80.98,-20.28,  80.07,-22.04,  78.96,-23.61,  77.59,-24.95,  75.95,-26.04,  74.04,-26.86,  71.93,-27.42,  69.65,-27.75,  67.26,-27.88,  64.78,-27.87,  62.26,-27.74,  59.72,-27.56,  57.17,-27.35,  54.62,-27.13,  52.08,-26.90,  49.55,-26.68,  47.02,
-9.39,  118.27,-9.92,  115.82,-10.41,  113.36,-10.78,  110.90,-10.96,  108.43,-10.89,  105.97,-10.55,  103.54,-9.97,  101.13,-9.26,  98.75,-8.57,  96.37,-8.08,  93.99,-7.97,  91.66,-8.40,  89.44,-9.43,  87.44,-11.03,  85.76,-13.04,  84.47,-15.25,  83.49,-17.47,  82.67,-19.61,  81.83,-21.63,  80.84,-23.48,  79.60,-25.11,  78.08,-26.48,  76.28,-27.58,  74.26,-28.39,  72.06,-28.93,  69.73,-29.23,  67.33,-29.35,  64.88,-29.31,  62.41,-29.17,  59.93,-28.97,  57.46,-28.73,  55.00,-28.48,  52.55,-28.22,  50.11,-27.96,  47.67,
-9.44,  117.88,-9.98,  115.48,-10.48,  113.06,-10.86,  110.64,-11.05,  108.19,-10.99,  105.75,-10.66,  103.32,-10.10,  100.91,-9.42,  98.51,-8.77,  96.12,-8.34,  93.74,-8.33,  91.44,-8.88,  89.30,-10.02,  87.44,-11.70,  85.93,-13.76,  84.80,-16.00,  83.92,-18.27,  83.13,-20.46,  82.27,-22.52,  81.22,-24.40,  79.89,-26.04,  78.29,-27.42,  76.42,-28.50,  74.35,-29.30,  72.12,-29.83,  69.79,-30.12,  67.40,-30.22,  64.98,-30.17,  62.55,-30.01,  60.12,-29.79,  57.70,-29.53,  55.29,-29.25,  52.89,-28.96,  50.50,-28.67,  48.11,
-9.42,  117.51,-9.96,  115.13,-10.46,  112.75,-10.84,  110.36,-11.03,  107.94,-10.96,  105.53,-10.63,  103.12,-10.08,  100.73,-9.41,  98.34,-8.78,  95.96,-8.39,  93.58,-8.43,  91.28,-9.05,  89.17,-10.27,  87.37,-12.00,  85.95,-14.09,  84.89,-16.35,  84.06,-18.63,  83.29,-20.85,  82.42,-22.93,  81.34,-24.82,  79.98,-26.47,  78.35,-27.84,  76.46,-28.92,  74.37,-29.70,  72.13,-30.22,  69.81,-30.49,  67.43,-30.58,  65.03,-30.51,  62.63,-30.34,  60.23,-30.10,  57.84,-29.82,  55.46,-29.52,  53.08,-29.21,  50.72,-28.90,  48.36,
-9.36,  117.14,-9.91,  114.80,-10.41,  112.45,-10.78,  110.08,-10.95,  107.69,-10.86,  105.31,-10.52,  102.94,-9.97,  100.59,-9.31,  98.24,-8.69,  95.87,-8.31,  93.51,-8.37,  91.20,-9.01,  89.09,-10.26,  87.29,-12.03,  85.89,-14.14,  84.86,-16.41,  84.05,-18.71,  83.30,-20.94,  82.45,-23.03,  81.37,-24.94,  80.01,-26.60,  78.36,-27.98,  76.46,-29.05,  74.36,-29.84,  72.13,-30.34,  69.80,-30.61,  67.43,-30.69,  65.05,-30.61,  62.66,-30.43,  60.27,-30.17,  57.89,-29.87,  55.52,-29.56,  53.16,-29.23,  50.80,-28.90,  48.45,
-9.38,  116.82,-9.93,  114.49,-10.41,  112.16,-10.76,  109.81,-10.90,  107.45,-10.79,  105.10,-10.43,  102.76,-9.86,  100.44,-9.20,  98.13,-8.58,  95.79,-8.20,  93.44,-8.26,  91.12,-8.92,  88.99,-10.20,  87.18,-12.01,  85.78,-14.15,  84.76,-16.43,  83.98,-18.74,  83.24,-20.98,  82.39,-23.08,  81.32,-25.00,  79.96,-26.67,  78.31,-28.05,  76.40,-29.12,  74.29,-29.90,  72.05,-30.40,  69.73,-30.66,  67.37,-30.73,  64.99,-30.64,  62.61,-30.45,  60.24,-30.19,  57.88,-29.89,  55.51,-29.57,  53.16,-29.24,  50.81,-28.90,  48.48,
-9.53,  116.52,-10.05,  114.21,-10.50,  111.89,-10.82,  109.55,-10.92,  107.20,-10.77,  104.87,-10.38,  102.56,-9.79,  100.26,-9.12,  97.96,-8.50,  95.64,-8.14,  93.28,-8.23,  90.98,-8.93,  88.85,-10.24,  87.05,-12.07,  85.65,-14.22,  84.63,-16.53,  83.85,-18.85,  83.11,-21.10,  82.26,-23.21,  81.18,-25.12,  79.81,-26.78,  78.15,-28.15,  76.23,-29.22,  74.12,-29.98,  71.88,-30.47,  69.57,-30.72,  67.21,-30.79,  64.84,-30.70,  62.48,-30.51,  60.12,-30.25,  57.77,-29.95,  55.42,-29.63,  53.08,-29.30,  50.76,-28.97,  48.43,
-9.68,  116.26,-10.17,  113.95,-10.60,  111.63,-10.89,  109.30,-10.96,  106.96,-10.79,  104.64,-10.37,  102.33,-9.76,  100.05,-9.08,  97.76,-8.47,  95.43,-8.13,  93.08,-8.26,  90.79,-9.00,  88.68,-10.35,  86.89,-12.20,  85.51,-14.39,  84.49,-16.72,  83.70,-19.06,  82.95,-21.32,  82.09,-23.43,  80.98,-25.33,  79.59,-26.97,  77.90,-28.32,  75.96,-29.35,  73.84,-30.09,  71.60,-30.56,  69.28,-30.80,  66.93,-30.86,  64.57,-30.77,  62.22,-30.58,  59.88,-30.32,  57.55,-30.03,  55.23,-29.72,  52.92,-29.39,  50.61,-29.07,  48.31,
-9.74,  116.05,-10.22,  113.75,-10.63,  111.44,-10.90,  109.11,-10.96,  106.78,-10.77,  104.47,-10.34,  102.17,-9.72,  99.89,-9.03,  97.59,-8.43,  95.26,-8.13,  92.90,-8.31,  90.61,-9.09,  88.52,-10.48,  86.76,-12.37,  85.38,-14.58,  84.36,-16.94,  83.57,-19.30,  82.81,-21.57,  81.92,-23.68,  80.77,-25.56,  79.33,-27.17,  77.61,-28.47,  75.64,-29.47,  73.51,-30.18,  71.25,-30.62,  68.93,-30.84,  66.59,-30.88,  64.24,-30.78,  61.90,-30.59,  59.58,-30.33,  57.27,-30.04,  54.97,-29.73,  52.69,-29.42,  50.41,-29.10,  48.14,
-9.80,  115.95,-10.25,  113.65,-10.64,  111.34,-10.90,  109.03,-10.94,  106.71,-10.74,  104.40,-10.30,  102.11,-9.68,  99.83,-8.99,  97.52,-8.41,  95.17,-8.14,  92.80,-8.36,  90.51,-9.18,  88.43,-10.61,  86.68,-12.53,  85.32,-14.77,  84.31,-17.15,  83.50,-19.53,  82.72,-21.81,  81.79,-23.92,  80.60,-25.78,  79.11,-27.35,  77.33,-28.61,  75.33,-29.56,  73.17,-30.22,  70.90,-30.63,  68.58,-30.81,  66.24,-30.83,  63.90,-30.71,  61.57,-30.51,  59.26,-30.25,  56.97,-29.96,  54.69,-29.65,  52.42,-29.33,  50.17,-29.02,  47.91,
-9.84,  116.05,-10.27,  113.75,-10.64,  111.44,-10.88,  109.13,-10.93,  106.81,-10.73,  104.50,-10.31,  102.20,-9.69,  99.90,-9.01,  97.56,-8.44,  95.18,-8.20,  92.79,-8.45,  90.49,-9.30,  88.43,-10.75,  86.70,-12.69,  85.35,-14.95,  84.34,-17.36,  83.52,-19.77,  82.71,-22.07,  81.73,-24.17,  80.48,-26.00,  78.92,-27.53,  77.09,-28.74,  75.04,-29.64,  72.84,-30.24,  70.56,-30.58,  68.23,-30.72,  65.88,-30.69,  63.55,-30.54,  61.23,-30.31,  58.94,-30.03,  56.66,-29.72,  54.39,-29.40,  52.14,-29.07,  49.89,-28.74,  47.65,
-9.68,  116.43,-10.13,  114.11,-10.53,  111.79,-10.82,  109.46,-10.91,  107.12,-10.76,  104.78,-10.37,  102.43,-9.78,  100.07,-9.12,  97.68,-8.57,  95.25,-8.35,  92.84,-8.62,  90.55,-9.49,  88.50,-10.95,  86.80,-12.90,  85.47,-15.17,  84.46,-17.61,  83.62,-20.04,  82.76,-22.36,  81.72,-24.45,  80.39,-26.25,  78.75,-27.73,  76.85,-28.88,  74.75,-29.70,  72.52,-30.23,  70.22,-30.51,  67.89,-30.59,  65.55,-30.51,  63.23,-30.32,  60.93,-30.06,  58.65,-29.75,  56.38,-29.42,  54.13,-29.07,  51.89,-28.72,  49.66,-28.37,  47.43,
-9.48,  116.95,-9.97,  114.60,-10.42,  112.25,-10.77,  109.89,-10.93,  107.52,-10.85,  105.12,-10.51,  102.72,-9.96,  100.29,-9.32,  97.83,-8.79,  95.36,-8.58,  92.93,-8.86,  90.65,-9.73,  88.63,-11.17,  86.95,-13.11,  85.63,-15.39,  84.62,-17.84,  83.75,-20.30,  82.84,-22.62,  81.72,-24.70,  80.31,-26.47,  78.59,-27.89,  76.63,-28.97,  74.49,-29.72,  72.24,-30.18,  69.92,-30.40,  67.59,-30.42,  65.26,-30.30,  62.94,-30.07,  60.65,-29.77,  58.37,-29.44,  56.12,-29.08,  53.87,-28.71,  51.63,-28.35,  49.40,-27.98,  47.17,
-9.31,  117.45,-9.83,  115.07,-10.32,  112.69,-10.72,  110.29,-10.94,  107.88,-10.92,  105.44,-10.62,  102.97,-10.10,  100.49,-9.47,  97.98,-8.95,  95.47,-8.74,  93.04,-9.01,  90.76,-9.86,  88.75,-11.28,  87.07,-13.21,  85.75,-15.49,  84.71,-17.94,  83.81,-20.41,  82.85,-22.73,  81.68,-24.79,  80.22,-26.52,  78.46,-27.89,  76.47,-28.92,  74.31,-29.61,  72.04,-30.02,  69.72,-30.19,  67.38,-30.18,  65.05,-30.02,  62.73,-29.76,  60.43,-29.44,  58.15,-29.08,  55.88,-28.70,  53.62,-28.32,  51.36,-27.93,  49.11,-27.55,  46.87,
-9.15,  117.58,-9.68,  115.20,-10.18,  112.81,-10.59,  110.42,-10.83,  108.01,-10.82,  105.58,-10.54,  103.12,-10.03,  100.63,-9.42,  98.12,-8.90,  95.61,-8.67,  93.16,-8.92,  90.87,-9.74,  88.83,-11.14,  87.11,-13.05,  85.74,-15.32,  84.66,-17.77,  83.73,-20.23,  82.76,-22.54,  81.58,-24.58,  80.12,-26.29,  78.38,-27.65,  76.39,-28.65,  74.23,-29.33,  71.97,-29.72,  69.65,-29.87,  67.30,-29.83,  64.96,-29.65,  62.63,-29.38,  60.31,-29.04,  58.00,-28.67,  55.71,-28.28,  53.42,-27.88,  51.13,-27.49,  48.85,-27.09,  46.57,
-9.01,  117.30,-9.51,  114.94,-9.98,  112.58,-10.35,  110.22,-10.56,  107.86,-10.53,  105.48,-10.24,  103.08,-9.73,  100.65,-9.13,  98.17,-8.61,  95.69,-8.38,  93.25,-8.61,  90.93,-9.39,  88.84,-10.77,  87.05,-12.66,  85.60,-14.92,  84.46,-17.35,  83.50,-19.79,  82.54,-22.07,  81.40,-24.09,  79.99,-25.79,  78.30,-27.15,  76.36,-28.16,  74.23,-28.85,  71.98,-29.24,  69.66,-29.40,  67.30,-29.36,  64.93,-29.18,  62.57,-28.91,  60.22,-28.57,  57.88,-28.21,  55.54,-27.83,  53.22,-27.44,  50.90,-27.06,  48.58,-26.67,  46.26,
-8.92,  116.82,-9.37,  114.49,-9.79,  112.16,-10.10,  109.85,-10.24,  107.55,-10.15,  105.25,-9.82,  102.93,-9.31,  100.58,-8.71,  98.16,-8.20,  95.72,-7.96,  93.29,-8.16,  90.95,-8.92,  88.80,-10.26,  86.91,-12.12,  85.37,-14.36,  84.16,-16.77,  83.16,-19.16,  82.21,-21.41,  81.13,-23.40,  79.80,-25.10,  78.19,-26.47,  76.32,-27.50,  74.24,-28.21,  72.02,-28.63,  69.70,-28.81,  67.32,-28.79,  64.93,-28.63,  62.53,-28.37,  60.14,-28.06,  57.75,-27.71,  55.38,-27.36,  53.01,-27.00,  50.65,-26.64,  48.30,-26.29,  45.95,
-8.85,  116.33,-9.24,  114.03,-9.59,  111.73,-9.83,  109.45,-9.90,  107.20,-9.75,  104.98,-9.38,  102.75,-8.84,  100.47,-8.23,  98.13,-7.72,  95.73,-7.46,  93.31,-7.64,  90.94,-8.37,  88.72,-9.68,  86.73,-11.50,  85.07,-13.72,  83.76,-16.10,  82.71,-18.45,  81.77,-20.64,  80.74,-22.59,  79.52,-24.27,  78.02,-25.64,  76.26,-26.70,  74.27,-27.44,  72.10,-27.90,  69.80,-28.11,  67.42,-28.13,  65.01,-27.99,  62.57,-27.76,  60.13,-27.46,  57.70,-27.14,  55.27,-26.81,  52.86,-26.48,  50.44,-26.15,  48.04,-25.82,  45.64,
-8.60,  115.84,-8.98,  113.56,-9.29,  111.29,-9.49,  109.06,-9.51,  106.88,-9.32,  104.73,-8.92,  102.58,-8.37,  100.38,-7.76,  98.09,-7.23,  95.73,-6.96,  93.32,-7.11,  90.92,-7.80,  88.62,-9.07,  86.53,-10.86,  84.74,-13.05,  83.31,-15.40,  82.20,-17.70,  81.25,-19.82,  80.28,-21.71,  79.16,-23.34,  77.81,-24.70,  76.19,-25.77,  74.31,-26.55,  72.23,-27.05,  69.99,-27.31,  67.64,-27.37,  65.22,-27.27,  62.76,-27.07,  60.28,-26.80,  57.80,-26.50,  55.32,-26.20,  52.85,-25.89,  50.38,-25.59,  47.92,-25.29,  45.47,
-8.31,  115.31,-8.67,  113.06,-8.98,  110.84,-9.16,  108.66,-9.15,  106.54,-8.94,  104.46,-8.52,  102.38,-7.96,  100.25,-7.34,  98.02,-6.81,  95.69,-6.52,  93.28,-6.65,  90.86,-7.30,  88.50,-8.54,  86.32,-10.30,  84.42,-12.46,  82.88,-14.78,  81.69,-17.04,  80.71,-19.09,  79.78,-20.90,  78.75,-22.47,  77.52,-23.79,  76.04,-24.86,  74.30,-25.66,  72.32,-26.20,  70.16,-26.50,  67.85,-26.60,  65.45,-26.54,  62.98,-26.36,  60.49,-26.13,  57.98,-25.86,  55.46,-25.58,  52.95,-25.30,  50.45,-25.02,  47.95,-24.75,  45.45,
-8.22,  114.98,-8.57,  112.76,-8.86,  110.56,-9.01,  108.41,-8.98,  106.33,-8.74,  104.29,-8.31,  102.24,-7.73,  100.14,-7.10,  97.94,-6.56,  95.63,-6.26,  93.22,-6.36,  90.78,-7.00,  88.37,-8.22,  86.13,-9.98,  84.16,-12.13,  82.53,-14.44,  81.27,-16.67,  80.25,-18.68,  79.32,-20.43,  78.32,-21.93,  77.15,-23.19,  75.76,-24.21,  74.11,-24.99,  72.23,-25.52,  70.14,-25.83,  67.88,-25.95,  65.51,-25.90,  63.06,-25.75,  60.56,-25.53,  58.04,-25.27,  55.51,-25.01,  52.98,-24.74,  50.46,-24.48,  47.93,-24.22,  45.42,
-8.23,  115.16,-8.58,  112.93,-8.88,  110.72,-9.05,  108.56,-9.04,  106.46,-8.81,  104.39,-8.38,  102.33,-7.80,  100.21,-7.16,  97.99,-6.59,  95.66,-6.27,  93.24,-6.35,  90.76,-6.98,  88.32,-8.19,  86.03,-9.95,  84.01,-12.11,  82.34,-14.43,  81.03,-16.66,  79.96,-18.66,  78.98,-20.36,  77.96,-21.80,  76.78,-22.98,  75.40,-23.93,  73.78,-24.65,  71.94,-25.15,  69.89,-25.43,  67.68,-25.54,  65.34,-25.49,  62.91,-25.34,  60.43,-25.13,  57.92,-24.88,  55.40,-24.63,  52.87,-24.37,  50.35,-24.13,  47.83,-23.88,  45.32,
-8.32,  115.73,-8.69,  113.50,-9.04,  111.28,-9.28,  109.09,-9.34,  106.94,-9.19,  104.82,-8.81,  102.69,-8.24,  100.51,-7.59,  98.25,-7.00,  95.88,-6.63,  93.43,-6.67,  90.94,-7.25,  88.47,-8.44,  86.15,-10.19,  84.10,-12.35,  82.38,-14.67,  81.01,-16.91,  79.89,-18.91,  78.84,-20.59,  77.75,-21.97,  76.52,-23.09,  75.10,-23.97,  73.48,-24.62,  71.64,-25.07,  69.61,-25.33,  67.43,-25.42,  65.12,-25.37,  62.72,-25.23,  60.26,-25.04,  57.77,-24.82,  55.28,-24.59,  52.77,-24.37,  50.28,-24.15,  47.78,-23.93,  45.29,
-8.38,  116.53,-8.80,  114.30,-9.20,  112.07,-9.53,  109.86,-9.71,  107.66,-9.67,  105.47,-9.38,  103.25,-8.87,  100.98,-8.24,  98.65,-7.63,  96.24,-7.22,  93.77,-7.20,  91.26,-7.74,  88.79,-8.88,  86.47,-10.60,  84.40,-12.73,  82.66,-15.05,  81.25,-17.29,  80.06,-19.28,  78.95,-20.95,  77.78,-22.30,  76.48,-23.37,  75.02,-24.19,  73.37,-24.80,  71.54,-25.22,  69.53,-25.46,  67.37,-25.55,  65.08,-25.52,  62.71,-25.41,  60.29,-25.25,  57.83,-25.07,  55.37,-24.90,  52.91,-24.72,  50.45,-24.56,  48.00,-24.40,  45.56,
